epoch,loss,val_loss
0,0.20650974894855537,0.0017491962062194943
1,0.18007929067985684,0.001877971772605983
2,0.1536388865434656,0.0031664802943571256
3,0.14525447259931004,0.0029094430904548904
4,0.11814882555136494,0.0027078341764326277
5,0.11730582106347177,0.0032640853359435615
6,0.11375139361503077,0.003981310086181531
7,0.09326558311780293,0.005352709657297685
8,0.09153363364292126,0.004065317316697194
9,0.08208487577298108,0.004528815034203804
10,0.07947857429583867,0.008351854836711517
11,0.06771152649147838,0.004304973050378836
12,0.060708542518755966,0.004764491333984411
13,0.0684178676456213,0.0059892050563715975
14,0.06756486363855063,0.007316725543485238
15,0.060672991269943764,0.006150908409976042
16,0.05532476561618786,0.0073453569784760475
17,0.04804867389155369,0.0074233331789190955
18,0.04760140969472773,0.009408087684557987
19,0.04701549581745092,0.00873770722402976
20,0.04870394252094568,0.009052429204949966
21,0.04406279530010972,0.008336291361886721
22,0.03927331790328026,0.0075879935175180435
23,0.035839444939412324,0.00740078750711221
24,0.0363546460136479,0.005874653848317953
25,0.04058640282235894,0.007044563857981792
26,0.04132037098501243,0.00797698123810383
27,0.0367592698803135,0.005740320739837794
28,0.041750505639641895,0.005817423288065653
29,0.029623715973952237,0.0064942235342012
30,0.03408915728476702,0.006277321981122861
31,0.030619427780894673,0.005219573083405311
32,0.03259714159603212,0.00527502245341356
33,0.027529502470119326,0.004376743347025835
34,0.030581926598268395,0.004813585287103286
35,0.032841296008258476,0.004418420927742353
36,0.026008200594315342,0.005689123788705239
37,0.022736510608856585,0.007410211202043753
38,0.020391623617387285,0.009079521163724937
39,0.023657625906315503,0.009628669573710514
40,0.026741210663435506,0.007993139183292022
41,0.02839473960008107,0.00821668547219955
42,0.03187922552666243,0.00974684079679159
43,0.024562322772016712,0.008358240700685061
44,0.024173529745609153,0.005967482960281463
45,0.01911051122142988,0.006205165579628486
46,0.02342444715802284,0.006821574822354775
47,0.025688733175104738,0.0065563989516634206
48,0.02132841363987502,0.00536441459105565
49,0.023039335384964943,0.0054628355786777456
50,0.021534193380206238,0.00598840587414228
51,0.016024797260030813,0.0067284794237751225
52,0.017068913169935637,0.006910447246180131
53,0.017389761850091758,0.0063935603516606185
54,0.018217563163489103,0.006040076152063333
55,0.015444449925174316,0.006995897417744765
56,0.01740451054830177,0.007888675882266117
57,0.015353368339585323,0.007966975251642557
58,0.014379023008194625,0.008341351810556192
59,0.021279054346914385,0.008185220810656365
60,0.01531668719561661,0.007609805522056727
61,0.016930519365796856,0.007970503674676785
62,0.013498963057702663,0.008238973669134654
63,0.013249207543683987,0.008257718183673345
64,0.014484632267233203,0.008651687477070551
65,0.01387148032275339,0.008433793384868365
66,0.010947776812256551,0.00813711011925569
67,0.014231982417222039,0.007663781969593122
68,0.017300616000212876,0.007764085124318416
69,0.012816649788588869,0.008758203771251898
70,0.010230135747834164,0.010764001008982841
71,0.011925178625639164,0.012279453329168834
72,0.013833868764706101,0.011379405283010922
73,0.014359864278459082,0.008823148261469144
74,0.007770389738474407,0.0068509933682015306
75,0.014352632376054922,0.005926152798705376
76,0.011709763001942751,0.0064245820260391785
77,0.012197690705458323,0.006267038747095144
78,0.012050288236316513,0.005325756322305936
79,0.009253753413099284,0.004673856561287091
80,0.009682202204952346,0.004210074109813342
81,0.011226455078405492,0.00370669959542843
82,0.009568273391136351,0.0032658826631422225
83,0.01112745486784215,0.0031845254393724296
84,0.01024707078057177,0.003412645005692656
85,0.012676496971763816,0.0034879501550816572
86,0.008425885692750122,0.003906672175687093
87,0.014698773220765824,0.005180682915334518
88,0.015757540313928734,0.006784742626433189
89,0.009353614284419547,0.007503396473251856
90,0.008625241416488207,0.007167500587036977
91,0.01076025044198568,0.005940912936169367
92,0.007621126637483637,0.004449521728719656
93,0.010161298975421517,0.00372193674915112
94,0.007496850533118727,0.003353619661468726
95,0.013702656288503432,0.0036838699776965836
96,0.009113171265697946,0.004500708041282801
97,0.011536417581487959,0.005708080071669359
98,0.006305852384470841,0.0050418577873362945
99,0.008100405828479458,0.0041103717297888715
